,model,min_score,max_score,mean_score,std_score,C,algorithm,alpha,base_estimator,early_stopping,gamma,hidden_layer_sizes,kernel,learning_rate,max_depth,max_iter,metric,n_estimators,n_neighbors,solver,weights
45,MLPClassifier,0.22633744856,0.740740740741,0.537509777914,0.132475590776,,,1,,False,,"(20,)",,invscaling,,2000,,,,sgd,
84,MLPClassifier,0.432098765432,0.658436213992,0.533761861035,0.0657200004261,,,0.1,,True,,"(5, 10)",,constant,,2000,,,,adam,
19,MLPClassifier,0.427983539095,0.917695473251,0.530013944155,0.142112648822,,,1,,True,,"(5, 5)",,constant,,2000,,,,sgd,
87,MLPClassifier,0.367768595041,0.728395061728,0.527951229466,0.104429064131,,,0.1,,True,,"(5, 10)",,invscaling,,2000,,,,sgd,
345,MLPClassifier,0.300411522634,0.724279835391,0.527600925076,0.11708419853,,,1e-05,,False,,"(20,)",,invscaling,,2000,,,,sgd,
327,MLPClassifier,0.41975308642,0.731404958678,0.523985647723,0.0873228815222,,,1e-05,,True,,"(5, 10)",,invscaling,,2000,,,,sgd,
153,MLPClassifier,0.276859504132,0.876543209877,0.523708465123,0.188634946452,,,0.01,,False,,"(10,)",,invscaling,,2000,,,,sgd,
313,MLPClassifier,0.316872427984,0.735537190083,0.523147297895,0.105694829822,,,1e-05,,True,,"(20,)",,constant,,2000,,,,sgd,
69,MLPClassifier,0.345679012346,0.753086419753,0.521793694521,0.115790885961,,,0.1,,True,,"(15,)",,invscaling,,2000,,,,sgd,
140,MLPClassifier,0.423868312757,0.604938271605,0.520603339795,0.055712512918,,,0.01,,True,,"(5, 5)",,invscaling,,2000,,,,adam,
267,MLPClassifier,0.395061728395,0.670781893004,0.520548923579,0.076615466953,,,0.0001,,True,,"(5, 10)",,invscaling,,2000,,,,sgd,
83,MLPClassifier,0.427983539095,0.609053497942,0.519780294528,0.058465751619,,,0.1,,True,,"(5, 5)",,adaptive,,2000,,,,sgd,
25,MLPClassifier,0.432098765432,0.604938271605,0.51854912764,0.0570930061263,,,1,,True,,"(5, 10)",,constant,,2000,,,,sgd,
303,MLPClassifier,0.432098765432,0.662551440329,0.51726694555,0.0736087470522,,,1e-05,,True,,"(10,)",,invscaling,,2000,,,,sgd,
231,MLPClassifier,0.427983539095,0.604938271605,0.516433697242,0.0575838050139,,,0.001,,False,,"(5, 5)",,invscaling,,2000,,,,sgd,
33,MLPClassifier,0.205761316872,0.683127572016,0.515687174778,0.123589508044,,,1,,False,,"(10,)",,invscaling,,2000,,,,sgd,
13,MLPClassifier,0.395061728395,0.572016460905,0.515245043023,0.0574836306196,,,1,,True,,"(20,)",,constant,,2000,,,,sgd,
201,MLPClassifier,0.432098765432,0.609053497942,0.514376084073,0.054430561742,,,0.001,,True,,"(5, 5)",,invscaling,,2000,,,,sgd,
78,MLPClassifier,0.395061728395,0.576131687243,0.513197632895,0.0580185912257,,,0.1,,True,,"(5, 5)",,constant,,2000,,,,adam,
181,MLPClassifier,0.423868312757,0.604938271605,0.507436316022,0.0594629372742,,,0.001,,True,,"(10,)",,constant,,2000,,,,sgd,
147,MLPClassifier,0.395061728395,0.748971193416,0.506557154032,0.0959128983189,,,0.01,,True,,"(5, 10)",,invscaling,,2000,,,,sgd,
129,MLPClassifier,0.384297520661,0.740740740741,0.505708601163,0.0971082184508,,,0.01,,True,,"(15,)",,invscaling,,2000,,,,sgd,
243,MLPClassifier,0.366255144033,0.732510288066,0.503270074482,0.0996155827268,,,0.0001,,True,,"(10,)",,invscaling,,2000,,,,sgd,
57,MLPClassifier,0.396694214876,0.901234567901,0.499979593919,0.139836428199,,,1,,False,,"(5, 10)",,invscaling,,2000,,,,sgd,
322,MLPClassifier,0.395061728395,0.617283950617,0.499571472299,0.0666535281289,,,1e-05,,True,,"(5, 5)",,adaptive,,2000,,,,adam,
141,MLPClassifier,0.395061728395,0.572016460905,0.499204162841,0.0626150332327,,,0.01,,True,,"(5, 5)",,invscaling,,2000,,,,sgd,
357,MLPClassifier,0.395061728395,0.576131687243,0.495078733463,0.0554743060277,,,1e-05,,False,,"(5, 10)",,invscaling,,2000,,,,sgd,
75,MLPClassifier,0.388429752066,0.592592592593,0.494626398667,0.0715905817091,,,0.1,,True,,"(20,)",,invscaling,,2000,,,,sgd,
219,MLPClassifier,0.164609053498,0.79012345679,0.494146855763,0.163447762431,,,0.001,,False,,"(15,)",,invscaling,,2000,,,,sgd,
273,MLPClassifier,0.390946502058,0.625514403292,0.491330816583,0.0676588264436,,,0.0001,,False,,"(10,)",,invscaling,,2000,,,,sgd,
177,MLPClassifier,0.378600823045,0.633744855967,0.490903989389,0.0783484588385,,,0.01,,False,,"(5, 10)",,invscaling,,2000,,,,sgd,
28,MLPClassifier,0.395061728395,0.576131687243,0.490101350202,0.0584382634564,,,1,,True,,"(5, 10)",,adaptive,,2000,,,,adam,
320,MLPClassifier,0.423868312757,0.604938271605,0.488916096997,0.0583569087648,,,1e-05,,True,,"(5, 5)",,invscaling,,2000,,,,adam,
135,MLPClassifier,0.268595041322,0.744855967078,0.487982518791,0.118301829655,,,0.01,,True,,"(20,)",,invscaling,,2000,,,,sgd,
189,MLPClassifier,0.243801652893,0.732510288066,0.484646124545,0.123395257775,,,0.001,,True,,"(15,)",,invscaling,,2000,,,,sgd,
171,MLPClassifier,0.247933884298,0.604938271605,0.484253307486,0.110288628046,,,0.01,,False,,"(5, 5)",,invscaling,,2000,,,,sgd,
39,MLPClassifier,0.362139917695,0.553719008264,0.483977825392,0.063298139294,,,1,,False,,"(15,)",,invscaling,,2000,,,,sgd,
81,MLPClassifier,0.390946502058,0.604938271605,0.480648233173,0.0658566852828,,,0.1,,True,,"(5, 5)",,invscaling,,2000,,,,sgd,
237,MLPClassifier,0.395061728395,0.56378600823,0.479862599055,0.0581110411768,,,0.001,,False,,"(5, 10)",,invscaling,,2000,,,,sgd,
183,MLPClassifier,0.329218106996,0.687242798354,0.479806482332,0.0967537161144,,,0.001,,True,,"(10,)",,invscaling,,2000,,,,sgd,
111,MLPClassifier,0.395061728395,0.567901234568,0.478616127606,0.0555253495556,,,0.1,,False,,"(5, 5)",,invscaling,,2000,,,,sgd,
63,MLPClassifier,0.164609053498,0.576131687243,0.478208005986,0.114148503306,,,0.1,,True,,"(10,)",,invscaling,,2000,,,,sgd,
105,MLPClassifier,0.288065843621,0.769547325103,0.47614869231,0.130923410277,,,0.1,,False,,"(20,)",,invscaling,,2000,,,,sgd,
93,MLPClassifier,0.20987654321,0.574380165289,0.475728667143,0.103170181566,,,0.1,,False,,"(10,)",,invscaling,,2000,,,,sgd,
117,MLPClassifier,0.259259259259,0.572016460905,0.472812298065,0.0830929413807,,,0.1,,False,,"(5, 10)",,invscaling,,2000,,,,sgd,
27,MLPClassifier,0.308641975309,0.572016460905,0.471212121212,0.0730766624973,,,1,,True,,"(5, 10)",,invscaling,,2000,,,,sgd,
321,MLPClassifier,0.395061728395,0.572016460905,0.469538822569,0.0492057653518,,,1e-05,,True,,"(5, 5)",,invscaling,,2000,,,,sgd,
333,MLPClassifier,0.347107438017,0.576131687243,0.469096690814,0.0690332632213,,,1e-05,,False,,"(10,)",,invscaling,,2000,,,,sgd,
15,MLPClassifier,0.164609053498,0.860082304527,0.467516920042,0.173584609432,,,1,,True,,"(20,)",,invscaling,,2000,,,,sgd,
21,MLPClassifier,0.222222222222,0.576131687243,0.46297996803,0.116062645133,,,1,,True,,"(5, 5)",,invscaling,,2000,,,,sgd,
297,MLPClassifier,0.251028806584,0.646090534979,0.46129986736,0.102162904364,,,0.0001,,False,,"(5, 10)",,invscaling,,2000,,,,sgd,
213,MLPClassifier,0.201646090535,0.617283950617,0.457228854199,0.108576867285,,,0.001,,False,,"(10,)",,invscaling,,2000,,,,sgd,
99,MLPClassifier,0.139917695473,0.748971193416,0.449629289528,0.176373040867,,,0.1,,False,,"(15,)",,invscaling,,2000,,,,sgd,
309,MLPClassifier,0.102880658436,0.703703703704,0.444049926878,0.141882822563,,,1e-05,,True,,"(15,)",,invscaling,,2000,,,,sgd,
261,MLPClassifier,0.239669421488,0.576131687243,0.443930891406,0.0829051542051,,,0.0001,,True,,"(5, 5)",,invscaling,,2000,,,,sgd,
